id,label
6403a3f8d07557bc,0.5
1b1d097ff5b144e1,0.5
08c7c3c71a02ca8a,0.5
7f09e9039629a38a,0.5
1fecfdee265e685f,0.5
2b1b1ab99f54e1a7,0.5
f893cdb025b56c89,0.5
84466d5fc69b1dd1,0.5
e0f419be2a81cbff,0.5
d9e55e1259c7c29e,0.5
602d7f4b0882ec4b,0.5
67f2f87cc129d7da,0.5
eec96ea0e1c9f7cf,0.5
d85127e773ec4820,0.5
9e96822b06b0f7f3,0.5
c6489148a3f9498b,0.5
ad5ca801b22a4eb2,0.5
22e01b671e9f12bc,0.5
4953dbf3e113fbdc,0.5
95397470f084bc6e,0.5
ff39045f375a9792,0.5
893575902a76b6bf,0.5
4d9211d2b44f7d9f,0.5
8205441451789e41,0.5
5ade617aad761daa,0.5
7d8bd74eaaf831a8,0.5
3a4abb16616fb838,0.5
6e14ae545a54ec6b,0.5
a6d127f7b7a19a79,0.5
e29e33c4a6eaf6fb,0.5
42b296aec3a400d2,0.5
238a42187f0c12de,0.5
4c99d80ab952e272,0.5
ef909ea8db65784b,0.5
53283f9869842cd5,0.5
fa99ef0b96b51157,0.5
3cdaa31c37582a6d,0.5
e007009eea08f15e,0.5
e46769b586a6b83b,0.5
c77497b63a864028,0.5
bceeb0086c625fac,0.5
5abf8e5791e5fa94,0.5
0b7d89ea3694651f,0.5
ce60477eea0a9007,0.5
847baeeadbaba41a,0.5
aefefeee7da6b616,0.5
321cc4b04985f915,0.5
590cfafdd102ec19,0.5
0a3027ad8dd82438,0.5
01e58c9ae88cd390,0.5
8f5eb2d903aad722,0.5
3f1b90f008fcd5d0,0.5
9e55098b34909114,0.5
ed3723d6f0b305ec,0.5
e1d77367315c8c64,0.5
b97a34687794c3cc,0.5
2d9a8bda25c031b1,0.5
367427e76fbb967a,0.5
2d1de7cf3363aa2c,0.5
d69cf5bc1f0112f9,0.5
2a75c552e6a0103c,0.5
943114c642b7e30a,0.5
5f4258edf6c1b382,0.5
ff0a817eba03cc6b,0.5
c77fe2a4fb942f02,0.5
df587d726667a5fb,0.5
8c09d6fdeb48dfe5,0.5
564e16bfb829c7a8,0.5
e592482dff2b62bb,0.5
33319a7020313788,0.5
4700a73d634e28f5,0.5
e5d9aee597bb4052,0.5
b93533776029ab4e,0.5
e9274894e7ca5d48,0.5
37e126228f093cb2,0.5
ee5e8daf19a62436,0.5
5c2af7cb33fcb9b8,0.5
dd6cf914fd458758,0.5
7943edf1ba3d08c4,0.5
50dccf68b6d84c9a,0.5
71b1d024ea8e0791,0.5
a8ccfbc903739855,0.5
bbf9130a10bb2e61,0.5
41a2cd1fb3af1f62,0.5
e5b00c5e94bb1efc,0.5
8a2951b875e32f95,0.5
4b4241c32f2ae2c3,0.5
8beed49416c057b7,0.5
1cc185c7cde5f29e,0.5
635d0e269bd151c8,0.5
9eb98f9a7202dfe8,0.5
c224615f7e3ecda9,0.5
f93a14286735bede,0.5
c118092c44e808f2,0.5
0972b7359cd12fb8,0.5
22318b12ec6eb14f,0.5
9c92d4068021c258,0.5
053aaf6bcba9464c,0.5
966f0341c7d1f5bb,0.5
624826d8d4f7d476,0.5
250e83ae550b1992,0.5
9ff420d30b835836,0.5
f74cb9754e9ea82c,0.5
